year,PD,PI,Imp,cEat,CF
1990,0,0,30,31,0
1991,0,0,6,78,0
1992,0,0,37,52,0
1993,0,0,17,32,0
1994,0,0,38,4,0
1995,0,0,6,2,0
1996,0,0,11,2,0
1997,0,0,4,9,0
1998,0,0,4,5,0
1999,0,0,7,2,0
2000,0,0,0,5,0
2001,0,0,0,8,0
2002,0,0,3,9,0
2003,0,0,6,7,0
2004,0,0,2,8,0
2005,0,0,2,8,0
2006,0,0,10,5,0
2007,0,0,14,4,0
2008,0,0,8,4,0
2009,0,0,8,4,0
2010,0,0,0,4,0
2011,0,0,0,19,0
2012,0,0,9,11,0
2013,0,0,5,27,0
2014,0,0,10,34,0
2015,0,0,7,73,0
2016,0,0,3,106,0
2017,0,0,0,45,0
2018,0,0,3,26,0
2019,0,0,5,120,0
