,row,col,change,rc
631,22,14,1.0233450641141484,a22b14
632,22,15,1.024412223040964,a22b15
633,22,16,1.0253694978652579,a22b16
634,22,17,1.0262211937716263,a22b17
635,22,18,1.0269650634716097,a22b18
636,22,19,1.0276061824325755,a22b19
637,22,20,1.0281437490943772,a22b20
638,22,21,1.0285750198947075,a22b21
639,22,22,1.0289088631294439,a22b22
640,22,23,1.029136574329191,a22b23
641,22,24,1.0292670465417972,a22b24
642,22,25,1.0292940861996331,a22b25
643,22,26,1.029221016840415,a22b26
644,22,27,1.0290477508650517,a22b27
645,22,28,1.0287740484429067,a22b28
646,22,29,1.0284000858196818,a22b29
647,22,30,1.027921073240044,a22b30
648,22,31,1.0273392733564013,a22b31
649,22,32,1.0266543252595157,a22b32
650,22,33,1.0258651384083044,a22b33
651,22,34,1.0249660032671815,a22b34
652,22,35,1.0239623160878963,a22b35
653,22,36,1.0228472318339101,a22b36
654,22,37,1.0216216782019596,a22b37
655,22,38,1.0202833139675305,a22b38
656,22,39,1.0188295215177958,a22b39
657,22,40,1.0165612135809594,a22b40
658,23,4,0.9997905796234448,a23b4
659,23,5,1.0005849480968858,a23b5
660,23,6,1.0027698096885813,a23b6
661,23,7,1.004826643598616,a23b7
662,23,8,1.006759429065744,a23b8
663,23,9,1.0085684256055363,a23b9
664,23,10,1.0102549307958477,a23b10
665,23,11,1.0118221453287197,a23b11
666,23,12,1.013269982698962,a23b12
667,23,13,1.0146042387543253,a23b13
668,23,14,1.0158202422145328,a23b14
669,23,15,1.0169264705882353,a23b15
670,23,16,1.0179196685184009,a23b16
671,23,17,1.018801839187928,a23b17
672,23,18,1.019572520890724,a23b18
673,23,19,1.0202388678657006,a23b19
674,23,20,1.020792593820409,a23b20
675,23,21,1.021245686678678,a23b21
676,23,22,1.021589965397924,a23b22
677,23,23,1.0218278546712802,a23b23
678,23,24,1.021963929013755,a23b24
679,23,25,1.0219939173491375,a23b25
680,23,26,1.0219181355435711,a23b26
681,23,27,1.0217388276451123,a23b27
682,23,28,1.0214515429277846,a23b28
683,23,29,1.0210636565149054,a23b29
684,23,30,1.0205650116514102,a23b30
685,23,31,1.0199618956136358,a23b31
686,23,32,1.0192518567679643,a23b32
687,23,33,1.0184310736394304,a23b33
688,23,34,1.0175031179256264,a23b34
689,23,35,1.016460212236469,a23b35
690,23,36,1.0153065743944636,a23b36
691,23,37,1.0140397711912974,a23b37
692,23,38,1.012655267896814,a23b38
693,23,39,1.0111574152939573,a23b39
694,23,40,1.0101264712823563,a23b40
695,23,41,1.0065628184998485,a23b41
696,24,4,0.994294042356383,a24b4
697,24,5,0.9936008211775196,a24b5
698,24,6,0.9945339965397924,a24b6
699,24,7,0.9966418685121107,a24b7
700,24,8,0.9986244809688581,a24b8
701,24,9,1.0004803633217993,a24b9
702,24,10,1.0022136678200693,a24b10
703,24,11,1.0038231833910036,a24b11
704,24,12,1.0053159169550174,a24b12
705,24,13,1.0066876297577856,a24b13
